1.097656 0.125156 -3.610106 
1.101562 0.176356 -3.634547 
1.105469 0.238933 -3.659811 
1.109375 0.136533 -3.685882 
1.113281 0.153600 -3.712745 
1.117188 0.193422 -3.740383 
1.121094 0.142222 -3.768780 
1.125000 0.199111 -3.797918 
1.128906 0.170667 -3.827781 
1.132812 0.142222 -3.858350 
1.136719 0.125156 -3.889606 
1.140625 0.227556 -3.921531 
1.144531 0.164978 -3.954106 
1.148438 0.176356 -3.987311 
1.152344 0.216178 -4.021126 
1.156250 0.193422 -4.055531 
1.160156 0.210489 -4.090504 
1.164062 0.221867 -4.126025 
1.167969 0.284444 -4.162073 
1.171875 0.233244 -4.198626 
1.175781 0.267378 -4.235661 
1.179688 0.227556 -4.273156 
1.183594 0.329956 -4.311090 
1.187500 0.392533 -4.349438 
1.191406 0.278756 -4.388178 
1.195312 0.398222 -4.427287 
1.199219 0.347022 -4.466741 
1.203125 0.301511 -4.506516 
1.207031 0.301511 -4.546588 
1.210938 0.290133 -4.586934 
1.214844 0.369778 -4.627528 
1.218750 0.460800 -4.668346 
1.222656 0.563200 -4.709365 
1.226562 0.403911 -4.750558 
1.230469 0.523378 -4.791902 
1.234375 0.449422 -4.833371 
1.238281 0.455111 -4.874940 
1.242188 0.534756 -4.916585 
1.246094 0.494933 -4.958280 
1.250000 0.523378 -5.000000 
1.253906 0.517689 -5.041720 
1.257812 0.574578 -5.083415 
1.261719 0.699733 -5.125060 
1.265625 0.563200 -5.166629 
1.269531 0.699733 -5.208098 
1.273438 0.728178 -5.249442 
1.277344 0.614400 -5.290635 
1.281250 0.676978 -5.331654 
1.285156 0.688356 -5.372472 
1.289062 0.642844 -5.413066 
1.292969 0.671289 -5.453412 
1.296875 0.756622 -5.493484 
1.300781 0.790756 -5.533259 
1.304688 0.904533 -5.572713 
1.308594 0.932978 -5.611822 
1.312500 0.864711 -5.650562 
1.316406 0.972800 -5.688910 
1.320312 0.921600 -5.726844 
1.324219 0.927289 -5.764339 
1.328125 0.984178 -5.801374 
1.332031 1.075200 -5.837927 
1.335938 1.132089 -5.873975 
1.339844 1.029689 -5.909496 
1.343750 1.029689 -5.944469 
1.347656 1.166222 -5.978874 
1.351562 1.075200 -6.012689 
1.355469 1.086578 -6.045894 
1.359375 1.137778 -6.078469 
1.363281 0.904533 -6.110394 
1.367188 1.171911 -6.141650 
1.371094 1.132089 -6.172219 
1.375000 1.359644 -6.202082 
1.378906 1.097956 -6.231220 
1.382812 1.206044 -6.259617 
1.386719 1.251556 -6.287255 
1.390625 1.405156 -6.314118 
1.394531 1.393778 -6.340189 
1.398438 1.268622 -6.365453 
1.402344 1.467733 -6.389894 
1.406250 1.518933 -6.413498 
1.410156 1.479111 -6.436251 
1.414062 1.553067 -6.458139 
1.417969 1.518933 -6.479148 
1.421875 1.615644 -6.499266 
1.425781 1.359644 -6.518481 
1.429688 1.536000 -6.536782 
1.433594 1.285689 -6.554157 
1.437500 1.416533 -6.570595 
1.441406 1.558756 -6.586088 
1.445312 1.558756 -6.600625 
1.449219 1.752178 -6.614198 
1.453125 1.564444 -6.626799 
1.457031 1.547378 -6.638419 
1.460938 1.587200 -6.649053 
1.464844 1.473422 -6.658694 
1.468750 1.570133 -6.667335 
1.472656 1.456356 -6.674972 
1.476562 1.467733 -6.681600 
1.480469 1.666844 -6.687215 
1.484375 1.570133 -6.691814 
1.488281 1.757867 -6.695394 
1.492188 1.570133 -6.697952 
1.496094 1.587200 -6.699488 
1.500000 1.581511 -6.700000 
1.503906 1.541689 -6.699488 
1.507812 1.570133 -6.697952 
1.511719 1.592889 -6.695394 
1.515625 1.638400 -6.691814 
1.519531 1.746489 -6.687215 
1.523438 1.592889 -6.681600 
1.527344 1.553067 -6.674972 
1.531250 1.479111 -6.667335 
1.535156 1.456356 -6.658694 
1.539062 1.592889 -6.649053 
1.542969 1.462044 -6.638419 
1.546875 1.615644 -6.626799 
1.550781 1.786311 -6.614198 
1.554688 1.444978 -6.600625 
1.558594 1.541689 -6.586088 
1.562500 1.780622 -6.570595 
1.566406 1.393778 -6.554157 
1.570312 1.467733 -6.536782 
1.574219 1.501867 -6.518481 
1.578125 1.359644 -6.499266 
1.582031 1.513244 -6.479148 
1.585938 1.479111 -6.458139 
1.589844 1.280000 -6.436251 
1.593750 1.450667 -6.413498 
1.597656 1.245867 -6.389894 
1.601562 1.348267 -6.365453 
1.605469 1.132089 -6.340189 
1.609375 1.314133 -6.314118 
1.613281 1.416533 -6.287255 
1.617188 1.001244 -6.259617 
1.621094 1.342578 -6.231220 
1.625000 1.052444 -6.202082 
1.628906 1.228800 -6.172219 
1.632812 1.041067 -6.141650 
1.636719 1.132089 -6.110394 
1.640625 1.012622 -6.078469 
1.644531 1.137778 -6.045894 
1.648438 1.143467 -6.012689 
1.652344 1.092267 -5.978874 
1.656250 1.149156 -5.944469 
1.660156 0.944356 -5.909496 
1.664062 0.978489 -5.873975 
1.667969 0.898844 -5.837927 
1.671875 1.035378 -5.801374 
1.675781 0.881778 -5.764339 
1.679688 1.035378 -5.726844 
1.683594 0.881778 -5.688910 
1.687500 0.989867 -5.650562 
1.691406 0.893156 -5.611822 
1.695312 0.768000 -5.572713 
1.699219 0.841956 -5.533259 
1.703125 0.768000 -5.493484 
1.707031 0.768000 -5.453412 
1.710938 0.705422 -5.413066 
1.714844 0.750933 -5.372472 
1.718750 0.802133 -5.331654 
1.722656 0.620089 -5.290635 
1.726562 0.682667 -5.249442 
1.730469 0.659911 -5.208098 
1.734375 0.466489 -5.166629 
1.738281 0.625778 -5.125060 
1.742188 0.603022 -5.083415 
1.746094 0.568889 -5.041720 
1.750000 0.512000 -5.000000 
1.753906 0.551822 -4.958280 
1.757812 0.483556 -4.916585 
1.761719 0.529067 -4.874940 
1.765625 0.426667 -4.833371 
1.769531 0.415289 -4.791902 
1.773438 0.426667 -4.750558 
1.777344 0.500622 -4.709365 
1.781250 0.335644 -4.668346 
1.785156 0.364089 -4.627528 
1.789062 0.392533 -4.586934 
1.792969 0.324267 -4.546588 
1.796875 0.347022 -4.506516 
1.800781 0.358400 -4.466741 
1.804688 0.295822 -4.427287 
1.808594 0.364089 -4.388178 
1.812500 0.369778 -4.349438 
1.816406 0.290133 -4.311090 
1.820312 0.244622 -4.273156 
1.824219 0.261689 -4.235661 
1.828125 0.210489 -4.198626 
1.832031 0.301511 -4.162073 
1.835938 0.284444 -4.126025 
1.839844 0.261689 -4.090504 
1.843750 0.210489 -4.055531 
1.847656 0.227556 -4.021126 
1.851562 0.204800 -3.987311 
1.855469 0.227556 -3.954106 
1.859375 0.244622 -3.921531 
1.863281 0.193422 -3.889606 
1.867188 0.199111 -3.858350 
1.871094 0.136533 -3.827781 
1.875000 0.159289 -3.797918 
1.878906 0.227556 -3.768780 
1.882812 0.142222 -3.740383 
1.886719 0.142222 -3.712745 
1.890625 0.130844 -3.685882 
1.894531 0.108089 -3.659811 
1.898438 0.170667 -3.634547 
1.902344 0.187733 -3.610106 
1.906250 0.108089 -3.586502 
1.910156 0.108089 -3.563749 
1.914062 0.085333 -3.541861 
1.917969 0.096711 -3.520852 
1.921875 0.130844 -3.500734 
1.925781 0.153600 -3.481519 
1.929688 0.142222 -3.463218 
1.933594 0.091022 -3.445843 
1.937500 0.125156 -3.429405 
1.941406 0.153600 -3.413912 
1.945312 0.108089 -3.399375 
1.949219 0.108089 -3.385802 
1.953125 0.113778 -3.373201 
1.957031 0.125156 -3.361581 
1.960938 0.051200 -3.350947 
1.964844 0.085333 -3.341306 
1.968750 0.102400 -3.332665 
1.972656 0.130844 -3.325028 
1.976562 0.073956 -3.318400 
1.980469 0.102400 -3.312785 
1.984375 0.073956 -3.308186 
1.988281 0.130844 -3.304606 
1.992188 0.096711 -3.302048 
1.996094 0.096711 -3.300512 
